0	0	2.2414073646068573	0	0	0.138
0	1	2.0926722794771195	0	0	0.124
0	2	2.021397206187248	0	0	0.207
0	3	1.8701430588960648	0	0	0.337
0	4	1.7915308475494385	0	0	0.263
0	5	1.7679154813289641	0	0	0.315
0	6	1.6990942448377608	0	0	0.366
0	7	1.6451777264475822	0	0	0.295
0	8	1.6928061172366142	0	0	0.389
0	9	1.6037648126482964	0	0	0.374
0	10	1.5644997179508209	0	0	0.402
0	11	1.5286133348941804	0	0	0.452
0	12	1.505102962255478	0	0	0.451
0	13	1.4555408716201783	0	0	0.401
0	14	1.4607167750597	0	0	0.499
0	15	1.391502459347248	0	0	0.533
0	16	1.3837328493595122	0	0	0.483
0	17	1.3736916869878768	0	0	0.519
0	18	1.3663907945156097	0	0	0.511
0	19	1.3999156944453717	0	0	0.561
0	20	1.3245937705039978	0	0	0.558
0	21	1.2549359962344169	0	0	0.594
0	22	1.2200778163969517	0	0	0.581
0	23	1.2080109938979149	0	0	0.425
0	24	1.4387193307280541	0	0	0.569
0	25	1.204969360679388	0	0	0.59
0	26	1.1415149770677089	0	0	0.616
0	27	1.1685680538415908	0	0	0.444
0	28	1.1977607250213622	0	0	0.58
0	29	1.1322828851640225	0	0	0.64
0	30	1.1012034490704536	0	0	0.552
0	31	1.0973765224218368	0	0	0.661
0	32	1.0587944492697716	0	0	0.628
0	33	1.0911720097064972	0	0	0.624
0	34	1.0321204274892808	0	0	0.647
0	35	1.0217855602502823	0	0	0.598
0	36	1.027330496907234	0	0	0.643
0	37	0.9768553294241429	0	0	0.649
0	38	0.9742448404431343	0	0	0.651
0	39	0.9728026770055294	0	0	0.653
0	40	0.9502024948596954	0	0	0.356
0	41	1.8266574323177338	0	0	0.521
0	42	1.148918191343546	0	0	0.586
0	43	1.0204346366226673	0	0	0.671
0	44	0.965554104745388	0	0	0.646
0	45	0.9429516479372978	0	0	0.67
0	46	0.951883939653635	0	0	0.64
0	47	0.9111928552389145	0	0	0.665
0	48	0.8960005581378937	0	0	0.673
0	49	0.8863981828093529	0	0	0.687
0	50	0.8589271485805512	0	0	0.685
0	51	0.8830523200333118	0	0	0.666
0	52	0.8596420742571353	0	0	0.668
0	53	0.8347081854939461	0	0	0.685
0	54	0.8100699797272682	0	0	0.677
0	55	0.8268933437764645	0	0	0.534
0	56	0.979626789689064	0	0	0.683
0	57	0.8472209215164185	0	0	0.699
0	58	0.790188392996788	0	0	0.686
